,ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,age,work_year,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,month_on_book,target
30203,5125328,1,1,1,more,337.5,State servant,Secondary / secondary special,Married,Office apartment,35.55342466,10.87671233,0,0,0,Laborers,more,41,0
36404,5126154,0,0,0,0,135,Working,Secondary / secondary special,Widow,House / apartment,43.52876712,1.369863014,1,1,0,Laborers,1,38,1
25919,5116949,1,1,1,0,180,Working,Higher education,Single / not married,Co-op apartment,25.82739726,0.926027397,0,0,0,Drivers,1,2,0
6682,5029720,0,1,1,1,265.5,Working,Higher education,Married,With parents,30.13150685,6.887671233,0,0,0,Accountants,more,52,1
26547,5112802,1,1,1,1,292.5,Working,Secondary / secondary special,Married,House / apartment,45.66027397,12.24383562,0,1,0,Laborers,more,58,1
895,5009938,0,0,1,more,157.5,Working,Secondary / secondary special,Married,House / apartment,29.34246575,6.44109589,0,0,0,Sales staff,more,39,1
36330,5105538,1,1,0,0,202.5,Working,Secondary / secondary special,Married,House / apartment,27.92054795,6.076712329,0,0,0,Drivers,2,7,1
36180,5041073,0,0,1,0,67.5,Working,Secondary / secondary special,Single / not married,House / apartment,49.80547945,0.515068493,0,0,0,Laborers,2,47,1
31722,5135344,1,0,1,0,112.5,Commercial associate,Higher education,Married,House / apartment,55.07671233,1.520547945,0,0,0,Security staff,2,49,1
36209,5050603,1,0,0,0,157.5,Working,Secondary / secondary special,Married,House / apartment,50.2109589,19.96712329,1,0,0,Laborers,2,41,1
36202,5048301,1,1,0,1,180,Commercial associate,Secondary / secondary special,Married,House / apartment,30.38630137,3.180821918,0,0,0,Laborers,more,48,1
36425,5142973,1,0,0,1,180,Working,Secondary / secondary special,Married,House / apartment,29.19452055,2.536986301,1,1,0,Laborers,1,18,1
17892,5068455,1,1,1,0,135,Working,Secondary / secondary special,Married,House / apartment,51.56164384,8.726027397,0,1,0,Low-skill Laborers,2,15,0
36294,5091380,0,1,1,more,216,Working,Higher education,Married,House / apartment,34.95068493,13.3890411,0,0,0,Core staff,more,36,1
7251,5033920,1,1,1,1,180,Working,Secondary / secondary special,Married,House / apartment,31.80273973,6.657534247,0,0,0,Laborers,more,33,0
30494,5125708,0,1,1,0,135,Working,Lower secondary,Married,House / apartment,44.96712329,1.704109589,0,1,0,High skill tech staff,2,56,1
30660,5125934,0,0,1,more,135,Commercial associate,Lower secondary,Civil marriage,With parents,27.01917808,5.117808219,1,0,0,Sales staff,more,58,1
2032,5021386,0,0,1,1,121.5,Working,Higher education,Married,House / apartment,30.15616438,2.087671233,0,0,0,Unknown,more,46,1
36173,5034015,0,0,1,1,135,Working,Secondary / secondary special,Married,House / apartment,45.50410959,0.509589041,0,0,0,Laborers,more,39,1
36171,5033836,0,0,1,1,112.5,Working,Secondary / secondary special,Civil marriage,House / apartment,40.72876712,17.16438356,0,0,0,Laborers,more,32,1
36348,5113369,0,0,1,1,180,Pensioner,Higher education,Married,House / apartment,51.99726027,7.247955325,0,1,0,Unknown,more,19,1
13521,5053999,0,0,0,0,180,Pensioner,Higher education,Single / not married,House / apartment,58.05753425,7.247955325,0,1,0,Unknown,1,60,0
18050,5068657,0,1,1,0,360,State servant,Higher education,Separated,House / apartment,52.89041096,5.219178082,0,0,0,Core staff,1,29,0
36276,5089201,1,0,0,0,135,Commercial associate,Higher education,Married,House / apartment,36.04109589,8.019178082,1,0,0,Managers,2,36,1
36378,5117132,0,0,1,0,270,Working,Higher education,Single / not married,House / apartment,28.46575342,2.180821918,0,0,0,Sales staff,1,47,1
7287,5033943,1,1,1,0,202.5,Working,Secondary / secondary special,Married,House / apartment,33.84383562,14.6630137,1,1,0,Laborers,2,13,0
20441,5089324,0,0,0,0,135,Working,Secondary / secondary special,Married,House / apartment,29.55616438,8.019178082,0,0,0,Sales staff,2,15,0
28310,5116036,1,1,1,0,126,Working,Higher education,Single / not married,House / apartment,39.78630137,2.364383562,1,0,0,Managers,1,33,1
31979,5135682,0,0,1,0,292.5,Working,Higher education,Married,House / apartment,37.19726027,3.468493151,0,1,0,Accountants,2,35,0
4016,5023897,0,0,0,1,90,Pensioner,Secondary / secondary special,Married,House / apartment,50.16164384,7.247955325,0,0,0,Unknown,more,53,1
13270,5053674,0,1,1,0,225,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,33.08219178,3.917808219,0,1,0,High skill tech staff,1,40,1
36284,5090214,1,1,1,0,135,Working,Secondary / secondary special,Married,House / apartment,29.34794521,0.594520548,0,0,0,Laborers,2,13,1
67,5008881,0,0,1,more,126,Commercial associate,Higher education,Married,House / apartment,34.00273973,4.857534247,0,0,1,Managers,more,19,0
4147,5024055,0,0,1,1,108,Working,Secondary / secondary special,Married,House / apartment,35.64931507,3.676712329,0,1,0,Sales staff,more,25,0
22699,5092251,1,1,1,0,112.5,Working,Secondary / secondary special,Married,House / apartment,47.39726027,3.383561644,0,0,0,Drivers,2,57,1
5094,5025738,0,1,0,0,216,Working,Higher education,Married,Municipal apartment,32.80547945,0.77260274,0,1,0,Sales staff,2,15,0
16483,5066625,1,1,1,0,157.5,Working,Secondary / secondary special,Married,House / apartment,31.43561644,1.597260274,0,0,0,Unknown,2,28,0
9641,5041955,0,0,0,0,157.5,Pensioner,Secondary / secondary special,Married,House / apartment,55.49315068,7.247955325,0,0,0,Unknown,2,9,0
3945,5023762,0,0,1,0,90,Pensioner,Secondary / secondary special,Married,House / apartment,60.0109589,7.247955325,0,1,0,Unknown,2,2,0
15736,5062554,0,0,1,more,247.5,Commercial associate,Incomplete higher,Married,House / apartment,33.14794521,6.046575342,0,0,1,Unknown,more,7,0
18963,5079047,1,1,1,1,270,Working,Secondary / secondary special,Married,House / apartment,27.72328767,3.408219178,1,0,0,Drivers,more,0,0
19142,5085652,0,0,0,0,135,Working,Secondary / secondary special,Single / not married,Rented apartment,37.24657534,3.8,0,0,0,Laborers,1,11,0
25959,5105740,0,0,1,more,292.5,Commercial associate,Secondary / secondary special,Married,House / apartment,33.88493151,1.84109589,0,0,0,Core staff,more,26,1
18593,5069349,0,1,1,0,225,Working,Higher education,Married,House / apartment,32.00547945,9.556164384,1,0,0,Unknown,2,31,0
26589,5112858,0,1,0,1,270,Working,Secondary / secondary special,Civil marriage,House / apartment,33.91780822,5.780821918,0,0,0,Laborers,more,40,1
7261,5033927,1,1,1,1,144,State servant,Secondary / secondary special,Married,Office apartment,29.20273973,8.578082192,1,1,0,Managers,more,8,0
23185,5095250,1,1,1,1,450,Working,Higher education,Married,House / apartment,28.64109589,4.098630137,0,1,0,Managers,more,38,0
25960,5105741,0,0,1,more,292.5,Commercial associate,Secondary / secondary special,Married,House / apartment,33.88493151,1.84109589,0,0,0,Core staff,more,27,1
24158,5096773,0,0,0,0,171,Pensioner,Secondary / secondary special,Married,House / apartment,59.45205479,7.247955325,0,0,0,Unknown,2,41,0
28344,5116076,0,0,1,0,112.5,Pensioner,Secondary / secondary special,Married,House / apartment,57.44383562,7.247955325,0,1,0,Unknown,2,47,1
16590,5066791,1,1,0,1,157.5,Working,Secondary / secondary special,Married,House / apartment,42.64931507,5.517808219,0,0,0,Drivers,more,31,0
29203,5117254,0,1,1,0,207,State servant,Higher education,Married,House / apartment,61.36438356,9.605479452,0,0,0,Medicine staff,2,37,0
2061,5021430,0,0,1,0,126,Commercial associate,Higher education,Single / not married,House / apartment,51.8,6.767123288,0,0,0,Sales staff,1,14,1
30399,5125591,0,0,1,0,121.5,Pensioner,Secondary / secondary special,Married,House / apartment,61.83835616,7.247955325,0,1,0,Unknown,2,11,0
12110,5050761,1,1,0,0,180,Working,Secondary / secondary special,Separated,Municipal apartment,39.31232877,0.868493151,0,0,0,Laborers,1,36,0
14463,5058440,0,1,1,0,135,Commercial associate,Higher education,Married,House / apartment,57.31780822,0.309589041,0,0,0,Sales staff,2,4,0
36165,5029718,1,1,1,1,265.5,Working,Higher education,Married,With parents,30.13150685,6.887671233,0,0,0,Accountants,more,11,1
36440,5148679,0,0,0,0,121.5,Commercial associate,Secondary / secondary special,Married,House / apartment,51.58356164,16.97260274,0,0,0,Unknown,2,23,1
7768,5036519,1,1,0,more,360,Working,Incomplete higher,Married,House / apartment,28.58356164,3.235616438,1,0,0,Unknown,more,13,0
34470,5146005,1,1,1,0,225,Working,Secondary / secondary special,Single / not married,House / apartment,27.88219178,0.517808219,0,0,1,Managers,1,53,1
17688,5068171,1,1,1,1,310.5,Working,Higher education,Married,House / apartment,30.2,8.473972603,0,0,1,IT staff,more,18,0
36201,5048300,1,1,0,1,180,Commercial associate,Secondary / secondary special,Married,House / apartment,30.38630137,3.180821918,0,0,0,Laborers,more,24,1
18685,5069475,0,0,1,more,225,Working,Higher education,Married,House / apartment,37.26027397,15.64657534,0,1,0,Core staff,more,60,1
13106,5053478,0,0,1,0,157.5,State servant,Secondary / secondary special,Married,House / apartment,50.22739726,19.76164384,0,0,0,Medicine staff,2,33,1
36318,5097065,0,0,1,0,121.5,Working,Secondary / secondary special,Married,House / apartment,51.97534247,22.35890411,0,0,0,Managers,2,34,1
19534,5087639,0,0,1,0,135,Pensioner,Secondary / secondary special,Widow,House / apartment,67.34246575,7.247955325,0,0,0,Unknown,1,42,0
14529,5058522,0,0,1,0,405,Commercial associate,Secondary / secondary special,Married,With parents,39.95890411,9.315068493,1,1,0,Laborers,2,24,0
31168,5126624,0,0,0,0,67.5,State servant,Secondary / secondary special,Married,Co-op apartment,49.92054795,20.46849315,0,0,0,High skill tech staff,2,14,0
36137,5023538,0,0,1,0,202.5,Working,Secondary / secondary special,Separated,House / apartment,38.1369863,2.476712329,0,0,0,Core staff,1,15,1
36370,5116549,0,0,1,0,135,Pensioner,Secondary / secondary special,Married,House / apartment,58.3890411,7.247955325,0,0,0,Unknown,2,27,1
12193,5050902,0,0,0,0,270,Commercial associate,Higher education,Married,House / apartment,40.96712329,22.21643836,1,1,0,Managers,2,59,0
36446,5149056,0,0,1,0,112.5,Commercial associate,Secondary / secondary special,Married,House / apartment,43.3890411,7.380821918,1,1,0,Unknown,2,42,1
138,5008955,0,1,1,0,135,Working,Secondary / secondary special,Married,House / apartment,48.7260274,4.690410959,0,0,0,Laborers,2,4,0
26353,5111131,1,1,0,0,225,Commercial associate,Higher education,Married,House / apartment,41.14794521,18.32876712,0,0,0,High skill tech staff,2,25,0
16539,5066706,1,1,0,0,180,Commercial associate,Secondary / secondary special,Single / not married,Office apartment,26.60273973,3.769863014,1,1,0,Drivers,1,57,1
17962,5068539,0,1,1,0,337.5,Working,Secondary / secondary special,Single / not married,House / apartment,54.25753425,8.893150685,0,0,0,Sales staff,1,5,0
36196,5046340,1,0,1,1,180,Working,Lower secondary,Married,House / apartment,28.9890411,4.635616438,1,0,0,Unknown,more,22,1
4676,5025155,0,0,1,1,202.5,Working,Higher education,Single / not married,House / apartment,27.68767123,0.254794521,0,1,0,Accountants,2,58,1
29488,5117793,0,1,0,more,162,Commercial associate,Incomplete higher,Married,House / apartment,26.47123288,2.180821918,1,1,0,Core staff,more,58,1
36433,5145760,0,1,0,0,135,Working,Higher education,Married,House / apartment,42.37808219,13.24383562,0,0,1,Unknown,2,10,1
9854,5042246,1,0,1,0,90,Working,Secondary / secondary special,Civil marriage,House / apartment,41.47945205,4.178082192,1,1,0,Low-skill Laborers,2,7,0
1071,5010163,1,1,1,0,252,Working,Secondary / secondary special,Married,House / apartment,60.59452055,4.44109589,0,1,1,Security staff,2,30,0
1888,5021212,1,1,1,1,225,State servant,Higher education,Married,House / apartment,34.96712329,6.178082192,0,1,0,Core staff,more,10,0
33341,5142459,0,0,1,0,67.5,Commercial associate,Higher education,Separated,House / apartment,51.92328767,1.367123288,0,1,0,Core staff,1,25,1
36283,5090166,0,0,1,1,675,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,42.33424658,2.356164384,0,0,0,Security staff,2,18,1
297,5009160,0,0,0,0,180,Working,Secondary / secondary special,Married,House / apartment,53.63013699,7.947945205,0,0,0,Sales staff,2,21,0
13236,5053628,0,0,1,0,81,Pensioner,Secondary / secondary special,Married,House / apartment,59.85479452,7.247955325,0,1,0,Unknown,2,3,0
33340,5142458,0,0,1,0,67.5,Commercial associate,Higher education,Separated,House / apartment,51.92328767,1.367123288,0,1,0,Core staff,1,53,1
25512,5105189,1,0,1,0,315,Commercial associate,Higher education,Single / not married,House / apartment,28.76438356,1.493150685,0,0,1,Laborers,1,33,1
27537,5114253,1,0,0,1,130.5,Working,Incomplete higher,Married,Rented apartment,31.04383562,4.953424658,1,1,0,Unknown,more,31,1
33868,5143088,0,0,0,0,135,Working,Secondary / secondary special,Married,House / apartment,57.04657534,35.14246575,1,0,0,Unknown,2,37,1
3856,5023640,1,1,0,more,225,Working,Secondary / secondary special,Married,House / apartment,40.48219178,6.060273973,0,0,0,Drivers,more,60,1
36420,5142456,0,0,0,0,67.5,Commercial associate,Higher education,Separated,House / apartment,51.92328767,1.367123288,0,1,0,Core staff,1,5,1
22755,5092325,0,0,1,more,103.5,Working,Secondary / secondary special,Married,House / apartment,33.37534247,13.3890411,1,0,0,Unknown,more,28,1
30857,5126191,1,0,0,0,270,Working,Secondary / secondary special,Civil marriage,House / apartment,56.90410959,1.706849315,1,0,0,Cooking staff,2,22,0
21081,5113674,0,0,1,0,148.5,Pensioner,Secondary / secondary special,Married,House / apartment,52.8109589,7.247955325,0,0,0,Unknown,2,28,0
6468,5029440,0,1,1,0,225,Working,Higher education,Married,House / apartment,47.67671233,8.638356164,0,1,0,Core staff,2,39,1
36334,5105649,1,1,1,0,202.5,Working,Higher education,Single / not married,House / apartment,48.17808219,8.265753425,0,0,0,Drivers,2,34,1
16351,5066441,1,1,1,0,157.5,Working,Secondary / secondary special,Married,House / apartment,47.51780822,1.515068493,0,0,1,Drivers,2,36,1
6519,5029507,0,0,1,0,292.5,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,62.24657534,7.247955325,0,1,0,Unknown,2,9,0
36395,5125667,0,0,0,0,45,State servant,Secondary / secondary special,Married,House / apartment,50.77260274,10.04383562,1,1,0,Core staff,2,33,1
6361,5029313,0,0,1,0,157.5,Working,Secondary / secondary special,Married,House / apartment,42.43287671,6.720547945,0,0,0,Laborers,2,9,0
33813,5143028,1,1,0,0,225,Commercial associate,Secondary / secondary special,Married,House / apartment,36.13150685,0.621917808,0,0,0,Managers,2,2,0
667,5090751,1,0,0,0,117,Working,Secondary / secondary special,Single / not married,House / apartment,40.24383562,10.03013699,1,0,0,Low-skill Laborers,1,23,0
30234,5125373,0,0,1,0,202.5,Pensioner,Secondary / secondary special,Widow,House / apartment,59.92054795,7.247955325,0,0,0,Unknown,1,10,0
28003,5115643,1,0,1,0,112.5,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,25.84931507,4.032876712,0,1,0,Laborers,1,1,0
26534,5112780,1,1,1,0,135,Pensioner,Higher education,Married,House / apartment,63.59178082,7.247955325,0,0,0,Unknown,2,36,0
24344,5097053,0,1,1,0,135,Working,Secondary / secondary special,Civil marriage,House / apartment,54.9890411,10.09589041,1,1,0,Laborers,2,41,0
3872,5023665,1,0,1,more,99,Working,Secondary / secondary special,Married,House / apartment,38.97534247,2.810958904,1,1,0,Laborers,more,50,0
11594,5048210,0,0,1,0,135,Pensioner,Secondary / secondary special,Separated,House / apartment,59.21369863,7.247955325,0,0,0,Unknown,1,41,0
36441,5148694,0,0,0,0,180,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,56.43835616,0.542465753,0,0,0,Laborers,2,20,1
14402,5058365,0,0,1,0,108,Pensioner,Secondary / secondary special,Separated,House / apartment,58.83835616,7.247955325,0,0,0,Unknown,1,9,0
21873,5091228,1,0,1,0,360,Working,Secondary / secondary special,Married,House / apartment,52.95890411,2.128767123,0,0,0,Drivers,2,24,0
6834,5033514,0,1,0,1,135,Working,Secondary / secondary special,Married,House / apartment,43.70410959,1.052054795,1,0,0,Sales staff,more,21,1
34628,5146341,1,0,0,0,135,Working,Secondary / secondary special,Single / not married,House / apartment,25.4109589,1.350684932,0,0,0,Laborers,1,1,0
3426,5023085,0,1,0,1,175.5,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,32.07945205,13.65205479,0,0,0,Laborers,2,45,0
36344,5106077,0,0,1,0,135,Commercial associate,Secondary / secondary special,Married,House / apartment,54.14794521,19.02465753,0,0,0,Medicine staff,2,10,1
36280,5089955,1,0,1,1,126,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,34.94520548,5.767123288,0,0,0,Unknown,more,25,1
25560,5105252,0,0,0,0,207,Working,Higher education,Married,House / apartment,40.38356164,18.41917808,0,1,0,Core staff,2,5,0
34767,5148506,0,0,1,0,225,Pensioner,Secondary / secondary special,Married,House / apartment,57.8,7.247955325,0,1,0,Unknown,2,32,0
36118,5010838,0,0,1,0,180,Pensioner,Secondary / secondary special,Single / not married,House / apartment,59.30958904,7.247955325,0,1,0,Unknown,2,40,1
35682,5149698,1,0,1,0,171,Working,Incomplete higher,Single / not married,House / apartment,27.79452055,0.293150685,0,0,0,Laborers,1,59,1
27971,5115604,0,0,1,0,202.5,Working,Secondary / secondary special,Married,House / apartment,39.7890411,9.369863014,0,0,0,Core staff,2,18,1
36292,5090681,1,0,1,1,126,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,34.94520548,5.767123288,0,0,0,Unknown,more,9,1
36150,5024313,0,0,1,0,216,Pensioner,Secondary / secondary special,Widow,House / apartment,54.86027397,7.247955325,0,0,0,Unknown,1,25,1
36272,5079167,1,1,0,0,202.5,Working,Secondary / secondary special,Married,With parents,37.5890411,3.819178082,0,0,0,Laborers,2,26,1
23421,5095665,1,1,0,1,180,Working,Secondary / secondary special,Married,House / apartment,29.8630137,3.934246575,0,0,0,Sales staff,more,26,0
23693,5096077,1,0,0,1,207,State servant,Higher education,Married,Office apartment,40.79726027,7.18630137,0,0,0,Core staff,more,29,0
36328,5105498,0,0,1,0,202.5,Working,Higher education,Married,House / apartment,29.23013699,4.095890411,0,0,0,Unknown,2,6,1
23201,5095271,0,1,1,0,126,Commercial associate,Secondary / secondary special,Married,House / apartment,28.22465753,2.010958904,0,0,0,Core staff,2,4,0
24119,5096708,0,0,0,0,166.5,State servant,Secondary / secondary special,Married,House / apartment,44.97534247,12.85479452,0,1,0,Managers,2,33,0
4855,5024916,0,0,1,0,112.5,Pensioner,Secondary / secondary special,Married,House / apartment,59.81369863,7.247955325,0,1,0,Unknown,2,30,1
3674,5023410,0,0,1,0,112.5,Pensioner,Secondary / secondary special,Married,House / apartment,59.29315068,7.247955325,0,0,0,Unknown,2,33,0
36454,5149838,0,0,1,0,157.5,Pensioner,Higher education,Married,House / apartment,33.9369863,3.630136986,0,1,1,Medicine staff,2,32,1
34423,5145919,1,1,1,1,180,Commercial associate,Higher education,Married,House / apartment,41.45479452,4.016438356,0,0,1,Unknown,more,34,1
36299,5092346,0,0,1,0,225,Working,Secondary / secondary special,Widow,House / apartment,52.74520548,5.635616438,0,0,0,Sales staff,1,30,1
9359,5041581,0,0,1,1,270,Working,Secondary / secondary special,Married,House / apartment,52.16438356,3.84109589,1,1,0,Managers,more,39,1
10552,5045654,0,1,1,0,157.5,Working,Secondary / secondary special,Married,House / apartment,40.69589041,6.717808219,0,1,0,Unknown,2,6,0
33768,5142968,1,0,0,1,180,Working,Secondary / secondary special,Married,House / apartment,29.19452055,2.536986301,1,1,0,Laborers,more,59,1
36207,5048369,0,0,0,0,108,Pensioner,Secondary / secondary special,Widow,House / apartment,60.77260274,7.247955325,0,0,0,Unknown,1,17,1
4893,5024976,1,0,0,0,225,Working,Secondary / secondary special,Married,House / apartment,35.37260274,4.928767123,0,0,0,Laborers,2,37,0
9040,5041068,0,0,1,0,103.5,Working,Secondary / secondary special,Single / not married,House / apartment,47.83835616,5.846575342,0,0,0,Sales staff,1,27,0
24631,5117454,0,0,0,more,90,Working,Secondary / secondary special,Married,House / apartment,32.50136986,0.263013699,1,0,0,Unknown,more,8,0
32520,5137203,1,0,0,0,90,Working,Secondary / secondary special,Single / not married,With parents,27.12328767,0.465753425,1,0,0,Drivers,1,46,1
36168,5033453,0,0,0,0,135,Working,Higher education,Single / not married,House / apartment,29.44931507,6.55890411,0,0,0,Laborers,1,8,1
32684,5137420,1,1,0,1,157.5,Working,Secondary / secondary special,Married,House / apartment,30.9260274,5.216438356,1,1,0,Drivers,more,30,0
36230,5053701,0,0,0,0,193.5,Working,Secondary / secondary special,Single / not married,Municipal apartment,48.98630137,27.00821918,0,0,0,Cooking staff,2,29,1
8913,5038807,1,1,1,0,202.5,Commercial associate,Higher education,Married,House / apartment,34.67945205,14.72328767,0,0,1,Laborers,2,42,1
20833,5089792,0,0,1,0,126,Working,Secondary / secondary special,Separated,House / apartment,59.30410959,3.515068493,1,1,0,Cleaning staff,1,39,0
36191,5045929,1,0,0,0,247.5,Pensioner,Secondary / secondary special,Single / not married,House / apartment,41.19726027,6.049315068,0,0,0,Laborers,1,30,1
4525,5024545,1,0,1,0,112.5,Working,Secondary / secondary special,Married,House / apartment,38.55068493,10.42739726,1,0,0,Laborers,2,54,0
19706,5088063,0,1,1,1,360,Working,Higher education,Married,House / apartment,31.83287671,6.780821918,0,0,0,Unknown,more,8,0
36413,5135990,0,0,1,1,585,Commercial associate,Higher education,Single / not married,House / apartment,28.57534247,2.465753425,0,0,0,Managers,2,38,1
14128,5054769,1,0,1,0,180,State servant,Secondary / secondary special,Civil marriage,House / apartment,25.22739726,6.832876712,0,0,0,Laborers,2,22,0
32146,5135896,0,0,1,more,90,State servant,Secondary / secondary special,Civil marriage,House / apartment,34.86027397,7.219178082,1,0,0,Core staff,more,36,0
21004,5090012,0,0,0,0,225,State servant,Secondary / secondary special,Single / not married,Office apartment,40.94794521,10.18082192,0,0,0,Unknown,1,1,0
36310,5096095,0,0,0,1,135,Working,Secondary / secondary special,Married,House / apartment,29.39178082,4.435616438,1,1,0,Accountants,more,8,1
30869,5126203,0,0,0,0,270,State servant,Higher education,Married,House / apartment,31.37260274,6.043835616,0,1,0,Accountants,2,40,1
5840,5028658,0,0,1,0,157.5,Working,Secondary / secondary special,Married,House / apartment,48.12876712,10.73150685,0,0,0,Unknown,2,58,0
15006,5061636,0,0,1,0,225,Pensioner,Secondary / secondary special,Married,Municipal apartment,59.35342466,7.247955325,0,1,0,Unknown,2,58,1
25519,5105196,1,0,1,0,315,Commercial associate,Higher education,Single / not married,House / apartment,28.76438356,1.493150685,0,0,1,Laborers,1,27,1
12204,5050914,0,1,0,more,126,Working,Higher education,Married,House / apartment,26.51506849,4.205479452,0,0,0,Core staff,more,37,0
36237,5054525,0,0,0,more,180,Working,Secondary / secondary special,Single / not married,House / apartment,45.50958904,22.92876712,0,0,0,Unknown,more,9,1
36398,5125763,1,1,0,1,135,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,35.69863014,4.454794521,0,1,0,Laborers,more,4,1
36400,5125832,1,0,1,0,270,Commercial associate,Incomplete higher,Single / not married,House / apartment,31.84931507,0.534246575,0,0,1,Sales staff,1,10,1
34700,5146561,1,0,1,more,157.5,Working,Secondary / secondary special,Married,House / apartment,41.18082192,3.934246575,0,0,0,Laborers,more,19,0
36416,5136888,1,0,0,1,179.271,Working,Higher education,Married,House / apartment,30.03013699,3.383561644,0,0,0,Managers,more,9,1
7048,5078881,0,0,1,0,121.5,Pensioner,Secondary / secondary special,Widow,House / apartment,58.5369863,7.247955325,0,0,0,Unknown,1,56,1
17926,5068499,1,0,0,1,315,Commercial associate,Higher education,Married,House / apartment,50.19452055,0.301369863,0,1,0,Unknown,more,15,0
36312,5096209,1,0,0,0,81,Working,Secondary / secondary special,Civil marriage,House / apartment,38.93424658,0.432876712,1,0,0,Low-skill Laborers,2,12,1
24792,5100081,1,1,1,1,157.5,Pensioner,Secondary / secondary special,Married,House / apartment,44.89863014,7.247955325,0,0,0,Unknown,more,55,0
36424,5142972,1,0,0,1,180,Working,Secondary / secondary special,Single / not married,House / apartment,29.19452055,2.536986301,1,1,0,Laborers,more,34,1
36277,5089433,0,1,0,more,67.5,Working,Secondary / secondary special,Married,Municipal apartment,31.10136986,3.178082192,1,0,0,Sales staff,more,10,1
3848,5023629,0,0,1,0,270,Commercial associate,Secondary / secondary special,Widow,House / apartment,36.35616438,0.643835616,1,1,1,Core staff,1,8,0
36367,5116530,0,0,0,0,90,Pensioner,Secondary / secondary special,Single / not married,House / apartment,58.71780822,7.247955325,0,0,0,Unknown,2,15,1
4206,5024133,1,1,0,0,202.5,Working,Secondary / secondary special,Married,House / apartment,23.71232877,2.923287671,0,1,1,Core staff,2,24,0
14340,5058298,0,0,1,0,135,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63.41369863,7.247955325,0,0,0,Unknown,1,6,0
36290,5090515,1,1,1,0,225,Pensioner,Higher education,Separated,House / apartment,53.62191781,7.247955325,0,1,0,Unknown,1,29,1
36274,5088997,0,0,0,more,171,Working,Secondary / secondary special,Married,House / apartment,40.06027397,3.178082192,1,1,0,Core staff,more,17,1
20660,5089591,1,0,0,0,157.5,Working,Secondary / secondary special,Married,House / apartment,35.82739726,4.178082192,1,0,0,Drivers,2,27,0
36442,5148934,1,1,0,0,108,Working,Secondary / secondary special,Married,Office apartment,47.14794521,2.961643836,0,0,0,Security staff,2,21,1
34782,5148529,0,0,1,0,81,Working,Secondary / secondary special,Single / not married,House / apartment,53.38082192,0.460273973,0,0,0,Unknown,1,53,1
35185,5149058,0,0,1,0,180,State servant,Secondary / secondary special,Married,Municipal apartment,52.49589041,12.55068493,0,0,0,Cleaning staff,2,38,0
28309,5116035,1,1,1,0,126,Working,Higher education,Single / not married,House / apartment,39.78630137,2.364383562,1,0,0,Managers,1,32,1
36437,5146444,0,0,1,0,135,Working,Secondary / secondary special,Widow,House / apartment,39.43561644,2.517808219,0,1,0,Managers,1,8,1
34705,5146566,1,0,1,0,31.5,Pensioner,Secondary / secondary special,Married,House / apartment,61.81917808,7.247955325,0,0,0,Unknown,2,7,0
5074,5025660,0,0,0,more,180,State servant,Higher education,Married,House / apartment,30.34246575,7.693150685,1,0,0,Core staff,more,33,0
36200,5047783,0,1,1,0,225,Commercial associate,Higher education,Civil marriage,House / apartment,32.54520548,0.843835616,1,1,0,Sales staff,2,47,1
31771,5135437,1,0,1,0,315,Working,Higher education,Married,House / apartment,38.10958904,5.301369863,1,0,0,Laborers,2,45,0
36362,5115455,0,1,1,0,270,Pensioner,Higher education,Married,House / apartment,48.85753425,1.698630137,0,1,0,Accountants,2,25,1
6470,5029442,0,1,1,0,225,Working,Higher education,Married,House / apartment,47.67671233,8.638356164,0,1,0,Core staff,2,52,0
14008,5054620,0,0,1,0,166.5,Working,Higher education,Civil marriage,With parents,30.74246575,1.076712329,1,0,0,Core staff,2,56,0
22689,5092235,0,0,0,0,117,Working,Secondary / secondary special,Married,House / apartment,56.86027397,6.383561644,0,0,0,Unknown,2,51,1
33572,5142740,1,0,0,1,360,Working,Higher education,Married,House / apartment,30.44383562,1.284931507,1,1,0,Managers,more,45,1
27533,5114247,1,0,0,1,130.5,Working,Incomplete higher,Married,Rented apartment,31.04383562,4.953424658,1,1,0,Unknown,more,36,0
2931,5022482,0,0,1,0,157.5,Working,Secondary / secondary special,Married,House / apartment,46.44109589,8.265753425,1,1,0,Unknown,2,31,0
36300,5092394,1,1,1,1,157.5,Pensioner,Secondary / secondary special,Married,House / apartment,30.2739726,1.21369863,1,0,0,Drivers,more,19,1
